park_name,author_name,rating,text,time
Dickinson Square Park,Barb Hauck-Mah (barbhmphilly),5,"This neighborhood park is a hidden gem in South Philly just a short walk south from Washington Avenue to Moyamensing. We visted with our dog on a weekend and every part of the block-sized park was in use. Kids were on the playground, lots of leashed dogs exercising, families hanging out on the grass and benches. There's a stunning block-long Mural Arts mural across the street. There were community garden beds waiting to be planted in the spring. I don't know if the castle-like building is open to the public.The park grounds were well-maintained and everything was in good repair. We've heard that the Mummers do concerts here seasonally, and will have to come back.",2021-04-09 19:19:57
Dickinson Square Park,Julie Costello,5,"By far, this is my favorite park in South Philly. Family friendly, dogs galore and something is always happening. The association works really hard to keep the park safe and clean...as does the entire neighborhood, really. We frequent the park weekly, playing Frisbee, eating lunch in the park or just hanging with the dog. One of the biggest reasons I love the area!",2017-10-25 10:12:55
Dickinson Square Park,Deion Arias,5,"Beautiful park located in a very nice area of South Philly. Lots of things going on from kids playing at the playground or the basketball court and even people walking their dogs.
I loce coming here just to sit on tye grass and read my books.

I know during summer there's so many activities going on so if you ever come just check at the board (South West side of the park) and you'll be surprised!",2019-05-22 21:53:59
Dickinson Square Park,Urban Essence Salon & Spa,5,This is an amazing park offering something for everyone even our 4 legged friends. Come to the park every Sunday May to November from 10am to 2pm for the best city farmers market.,2019-05-26 14:53:43
Dickinson Square Park,Ryan Barnes,5,"Been living near here for 6 years. Amazing how safe this park always feels. Even at night, kids running around playing. It really beings the neighborhood together.",2023-10-02 00:53:55
Jefferson Square,Juliana,5,"It’s not a perfectly maintained park but it serves the neighborhood. It has a dog water station, a port a pottie, a free mulch pile, and a little free library. It doesn’t get the amount of visitors that Mifflin Square gets, but perhaps that’s why I prefer this park. You can also use the bathrooms at Sacks playground next door.",2023-07-07 08:55:33
Jefferson Square,Roddy Bernard,3,Small and not well maintained. The benches are located where there’s not much shade. This park is mainly useful for pets to do their necessities.,2023-07-14 18:20:38
Jefferson Square,Monica B,5,"I thought this park would be noisy because of Washington Avenue but if you sit on the opposite end it is very pleasant. I love the huge old trees, there are lots of dogs coming through on leash, and it's not a super crowded park. It's definitely a neighborhood park, not full of tourists. I'll be visiting more often especially since it's only a few blocks from Herman's Coffee.",2020-08-12 01:49:28
Jefferson Square,Pork Chop,5,Very quiet park just to sit and relax and drink your favorite beverage on a nice day.. (my favorite beverage is beer),2021-11-10 16:26:19
Jefferson Square,Wil Spillane,4,"My first thought was that this place was not taken care of at the same level as a Rittenhouse or Washington Square. Which is accurate, but this is truly a neighborhood park vs tourist spot. While there has been some tree damage and sidewalks are a bit torn up, it’s quiet and provides just what a park ought to.",2022-11-04 16:13:55
Stinger Square Playground,madeline lloyd,5,You have to visit to understand we keep our park safe it truly is an urban oasis nothing but love from everyone and no discrimination all are welcome,2023-04-22 13:44:02
Stinger Square Playground,William Cromwell,4,"Basically a playground and social meeting place for the local neighbourhood. Lots to keep the children occupied and happily burning up their youthful energy. Nice to stroll along the paths and relax on one of the many seats on the Square. Focal point covered pavillion for events and activities, especially useful during the long hot days of summer. Autumn sprinkles a carpet of leaves over the area bringing a different seasonal theme and sharper pre winter sunsets.",2021-09-24 16:26:11
Stinger Square Playground,Nancy Gilbert,4,I had a very nice time at the pool it was nice and clean and everyone was so polite,2023-08-05 01:36:09
Stinger Square Playground,Buddah .Brown,2,You and your kids better know how too fight,2023-01-24 15:03:52
Stinger Square Playground,madeline lloyd,5,The most favorite place to  visit and it's family friendly you must go and see for yourself,2023-05-13 18:37:32
Pleasant Hill Park,Shannon Lamond,4,Came for the sunrise so I can't speak much about the park itself. Beautiful spot by the river to catch a sunrise though,2023-12-10 14:07:59
Pleasant Hill Park,Jessica,5,"I really enjoy going here with my husband and 3 small children (3, 5, and 8) It’s great for many things. Seeing fish, turtles, snakes, frogs and ducks by the hatcheries. Children can fish there too! There is also a very nice and clean newer playground with a swing for special needs children along with regular size and baby sized. Plenty of seating and some tables/benches for picnics. It’s also very nice to see the River up close and walk along side it on the trail. Plenty of parking and the ice cream man is usually always there for those hot days. I would recommend to anyone.",2022-04-22 03:28:56
Pleasant Hill Park,Michelle Larsen,5,"This park has been here for a long time, but it is well maintained. There are 4 ponds, which are very overgrown and need some love, but there are many things for kids to do. It always seems to be busy when I've gone here. 😊",2024-01-15 01:06:42
Pleasant Hill Park,Barb Hauck-Mah (barbhmphilly),5,"We discovered this park in far NE Philly through a Love your Park Scavenger Hunt. It is worth the trip! Aside from stunning views of the Delaware River, there's a fish hatchery area that encourages novice fishermen to practice catch and release. The original historic hatchery building from 1914 is closed but still stands. The park is dog friendly, has a large, new playground, a boat launch and the biggest parking lot I've seen for a Philly park anywhere. We look forward to visiting again in the summer.",2021-05-30 00:38:42
Pleasant Hill Park,Smiley,5,It was so beautiful! My niece ran into her classmate here so she was very happy ! I used to come as a kid and I love bringing the kids ! I love the water the playground 🛝,2023-07-26 11:01:40
Fairhill Square Park,William Cromwell,4,"Attractively designed two acres Community Park in North East Philadelphia. Tree lined perimeter and green spaces between converging paths with seating. Colourful adventure playground suitable for children from approximately age three up to around ten years old. An interesting ""El Gran Teatro de la Luna"" (The Huge Theatre of the Moon) feature provides opportunities for outdoor drama, cultural and musical activities. Overall a much appreciated neighbourhood space utilized throughout all seasons of the year.",2023-06-12 13:47:01
Fairhill Square Park,Robert Benjamin Moore,5,Beautiful local pack where families congregate & fellowship with neighbors. Voter's registration is also active in this community park 🇺🇸 God Bless You 🙏,2022-05-22 06:26:25
Fairhill Square Park,Anna Beck,3,Only because the people who are homeless sleep on the grass but they do get up during the day so the children can play and they do clean the park so I guess I'll give it a three instead of two star and the swing and the slanting board and the I don't know what you call it you climb up it and they bounce on it and you know they're all clean they're fixed their new so like I said I would recommend it but I would rather go somewhere else way better until they clean it up more than what they do now,2021-06-14 23:48:44
Fairhill Square Park,Corey Brickley,5,Lovely! Nice. Sick,2023-05-28 22:14:45
Fairhill Square Park,Bolo Connection Production,5,I clean park for the kids can have a clean and nice park to enjoy with family 👪,2021-04-23 14:26:13
Kelly Drive Park,Reginald Jacques,5,I been there and I like it,2023-06-19 23:13:03
Kelly Drive Park,Dhee Possible,5,I hiked the  famous Kelly Drive Park with such admiration & adoration and was pleasantly surprised at how the City of Phila. keeps up the maintenance. The trail has many  historical land markers and the Schuylkill River to enjoy.,2024-03-27 04:56:55
Kelly Drive Park,dianna cardoso,1,It's a beautiful and very good place to go on a weekend,2023-10-10 11:09:54
Kelly Drive Park,Jor “EZO BAEZ” Guzba,1,,2023-05-18 14:44:07
Kelly Drive Park,V.C D (L.L.C),5,,2023-09-19 01:46:36
Campbell Square,Patrick Karcher Hodynski,5,"Great Park to walk through, or even stop and enjoy lunch.
Many neighbors walk their dogs through there, and the friendly people always have a Hello.
Even Santa has paid a Visit.",2023-12-18 17:36:42
